method,seed,fitness,utility,cost,feasible,calorie_violation,variety_shortage,repeat_excess,overspend,unique_dishes,evaluations,seconds,individual
penalty_uniform,2010002,-1936,1936,3266,True,0,0,0,0,15,14300,0.1302096250001341,"[0, 14, 24, 0, 22, 33, 4, 16, 35, 5, 23, 28, 11, 13, 27, 4, 14, 33, 9, 16, 35]"
penalty_uniform,2010003,-1935,1935,3174,True,0,0,0,0,15,14300,0.1538484999909997,"[0, 14, 28, 9, 16, 35, 4, 16, 33, 11, 23, 24, 4, 12, 33, 5, 22, 35, 0, 13, 28]"
penalty_uniform,2010004,-1936,1936,3199,True,0,0,0,0,15,14300,0.12421983398962766,"[4, 16, 33, 11, 22, 28, 0, 14, 24, 5, 13, 35, 9, 16, 33, 4, 14, 35, 1, 23, 28]"
penalty_uniform,2010005,-1935,1935,3174,True,0,0,0,0,15,14300,0.12482004193589091,"[0, 16, 33, 4, 13, 28, 4, 23, 24, 9, 16, 35, 5, 14, 33, 11, 22, 35, 0, 12, 28]"
penalty_uniform,2010006,-1936,1936,3266,True,0,0,0,0,15,14300,0.12451966595835984,"[11, 22, 24, 0, 14, 35, 9, 14, 28, 0, 16, 33, 5, 13, 35, 4, 16, 27, 4, 23, 33]"
penalty_uniform,2010007,-1936,1936,3199,True,0,0,0,0,15,14300,0.12480241700541228,"[5, 14, 35, 1, 16, 28, 0, 16, 35, 4, 23, 28, 11, 13, 33, 4, 22, 33, 9, 14, 24]"
penalty_uniform,2010008,-1936,1936,3193,True,0,0,0,0,15,14300,0.12538020894862711,"[5, 16, 28, 9, 13, 33, 6, 22, 33, 11, 14, 28, 4, 14, 35, 4, 16, 24, 0, 23, 35]"
penalty_uniform,2010009,-1936,1936,3266,True,0,0,0,0,15,14300,0.1240945829777047,"[0, 23, 33, 4, 13, 28, 9, 22, 27, 0, 16, 35, 11, 14, 33, 4, 16, 24, 5, 14, 35]"
penalty_uniform,2010010,-1936,1936,3193,True,0,0,0,0,15,14300,0.12526191701181233,"[4, 14, 28, 4, 23, 33, 5, 16, 24, 11, 22, 35, 0, 13, 28, 6, 14, 33, 9, 16, 35]"
penalty_uniform,2010011,-1935,1935,3174,True,0,0,0,0,15,14300,0.12452791607938707,"[5, 13, 33, 9, 12, 24, 0, 22, 35, 4, 23, 28, 4, 16, 35, 0, 14, 28, 11, 16, 33]"
penalty_uniform,2010012,-1936,1936,3193,True,0,0,0,0,15,14300,0.12610095797572285,"[0, 13, 35, 4, 22, 35, 4, 16, 28, 5, 23, 33, 6, 14, 28, 9, 14, 33, 11, 16, 24]"
penalty_uniform,2010013,-1936,1936,3266,True,0,0,0,0,15,14300,0.126020000083372,"[0, 16, 27, 4, 14, 28, 11, 16, 33, 0, 22, 33, 4, 13, 35, 5, 14, 35, 9, 23, 24]"
penalty_uniform,2010014,-1936,1936,3266,True,0,0,0,0,15,14300,0.12582391605246812,"[5, 23, 35, 11, 14, 33, 0, 22, 35, 0, 16, 28, 4, 16, 24, 9, 13, 33, 4, 14, 27]"
penalty_uniform,2010015,-1936,1936,3199,True,0,0,0,0,15,14300,0.1259368748869747,"[4, 16, 24, 1, 16, 33, 0, 13, 33, 9, 22, 35, 4, 14, 35, 5, 23, 28, 11, 14, 28]"
penalty_uniform,2010016,-1936,1936,3199,True,0,0,0,0,15,14300,0.1268639590125531,"[4, 16, 33, 9, 13, 33, 1, 14, 35, 5, 16, 28, 0, 23, 28, 11, 14, 24, 4, 22, 35]"
penalty_uniform,2010017,-1936,1936,3266,True,0,0,0,0,15,14300,0.12613791599869728,"[4, 16, 35, 11, 16, 33, 4, 14, 24, 5, 22, 27, 0, 13, 33, 9, 14, 28, 0, 23, 35]"
penalty_uniform,2010018,-1936,1936,3266,True,0,0,0,0,15,14300,0.12606045801658183,"[4, 14, 27, 5, 22, 28, 9, 16, 35, 0, 16, 24, 4, 13, 33, 0, 23, 35, 11, 14, 33]"
penalty_uniform,2010019,-1936,1936,3266,True,0,0,0,0,15,14300,0.14135991700459272,"[4, 14, 33, 11, 16, 35, 4, 14, 24, 9, 22, 27, 5, 23, 28, 0, 13, 35, 0, 16, 33]"
repair_one_point,2020000,-1936,1936,3199,True,0,0,0,0,15,14300,0.24724175001028925,"[4, 22, 28, 4, 14, 35, 0, 16, 24, 1, 16, 33, 11, 14, 35, 9, 13, 33, 5, 23, 28]"
repair_one_point,2020001,-1936,1936,3266,True,0,0,0,0,15,14300,0.2444386249408126,"[4, 16, 27, 9, 14, 35, 11, 23, 35, 0, 16, 33, 0, 14, 28, 4, 22, 33, 5, 13, 24]"
repair_one_point,2020002,-1935,1935,3174,True,0,0,0,0,15,14300,0.2454930410021916,"[4, 23, 28, 0, 16, 28, 9, 14, 35, 5, 13, 35, 11, 22, 33, 0, 16, 33, 4, 12, 24]"
repair_one_point,2020003,-1936,1936,3199,True,0,0,0,0,15,14300,0.24238166608847678,"[0, 14, 35, 11, 16, 28, 5, 14, 33, 1, 13, 35, 4, 22, 33, 9, 23, 24, 4, 16, 28]"
repair_one_point,2020004,-1936,1936,3266,True,0,0,0,0,15,14300,0.23565941699780524,"[9, 14, 35, 5, 22, 35, 0, 16, 28, 4, 23, 33, 11, 14, 27, 4, 16, 33, 0, 13, 24]"
repair_one_point,2020005,-1936,1936,3199,True,0,0,0,0,15,14300,0.23960087506566197,"[1, 14, 35, 0, 22, 33, 5, 23, 24, 4, 14, 33, 4, 16, 28, 9, 13, 28, 11, 16, 35]"
repair_one_point,2020006,-1936,1936,3266,True,0,0,0,0,15,14300,0.23852237488608807,"[5, 13, 24, 4, 16, 33, 0, 22, 35, 4, 14, 28, 11, 16, 27, 9, 14, 33, 0, 23, 35]"
repair_one_point,2020007,-1936,1936,3266,True,0,0,0,0,15,14300,0.2386097910348326,"[0, 23, 33, 4, 14, 35, 11, 22, 28, 9, 16, 33, 0, 16, 27, 4, 14, 24, 5, 13, 35]"
repair_one_point,2020008,-1936,1936,3199,True,0,0,0,0,15,14300,0.2458880840567872,"[4, 14, 35, 5, 23, 28, 4, 14, 33, 0, 22, 35, 1, 13, 28, 11, 16, 24, 9, 16, 33]"
repair_one_point,2020009,-1936,1936,3266,True,0,0,0,0,15,14300,0.24229916697368026,"[5, 13, 35, 9, 23, 27, 0, 14, 33, 4, 14, 28, 11, 22, 24, 4, 16, 35, 0, 16, 33]"
repair_one_point,2020010,-1936,1936,3266,True,0,0,0,0,15,14300,0.24276762502267957,"[11, 16, 33, 9, 14, 33, 4, 22, 28, 0, 16, 24, 4, 23, 35, 0, 14, 35, 5, 13, 27]"
repair_one_point,2020011,-1936,1936,3266,True,0,0,0,0,15,14300,0.23991858400404453,"[4, 16, 27, 9, 16, 33, 4, 14, 24, 0, 13, 35, 0, 22, 35, 11, 14, 33, 5, 23, 28]"
repair_one_point,2020012,-1936,1936,3266,True,0,0,0,0,15,14300,0.2409732920350507,"[9, 22, 33, 5, 13, 33, 4, 16, 24, 0, 16, 35, 4, 23, 28, 11, 14, 35, 0, 14, 27]"
repair_one_point,2020013,-1932,1932,3291,True,0,0,0,0,15,14300,0.24641087499912828,"[4, 16, 33, 4, 14, 24, 11, 14, 27, 6, 13, 35, 9, 16, 33, 0, 13, 35, 5, 22, 28]"
repair_one_point,2020014,-1936,1936,3266,True,0,0,0,0,15,14300,0.24399987503420562,"[4, 22, 24, 0, 13, 28, 0, 14, 35, 5, 23, 35, 11, 14, 27, 9, 16, 33, 4, 16, 33]"
repair_one_point,2020015,-1936,1936,3266,True,0,0,0,0,15,14300,0.2383157080039382,"[5, 14, 33, 9, 16, 28, 0, 22, 33, 11, 14, 35, 0, 23, 35, 4, 16, 24, 4, 13, 27]"
repair_one_point,2020016,-1936,1936,3266,True,0,0,0,0,15,14300,0.24569541693199426,"[4, 13, 27, 9, 14, 33, 0, 22, 33, 11, 14, 28, 5, 23, 35, 0, 16, 35, 4, 16, 24]"
repair_one_point,2020017,-1936,1936,3266,True,0,0,0,0,15,14300,0.23868012498132885,"[0, 22, 28, 4, 14, 33, 9, 16, 35, 4, 23, 24, 5, 16, 27, 0, 14, 35, 11, 13, 33]"
repair_one_point,2020018,-1936,1936,3193,True,0,0,0,0,15,14300,0.2437622919678688,"[11, 14, 33, 4, 16, 24, 0, 22, 33, 9, 23, 35, 4, 13, 35, 6, 14, 28, 5, 16, 28]"
repair_one_point,2020019,-1936,1936,3199,True,0,0,0,0,15,14300,0.23989379196427763,"[9, 14, 33, 1, 23, 33, 5, 13, 28, 11, 14, 28, 0, 22, 35, 4, 16, 35, 4, 16, 24]"
random_feasible_search,2900000,-1825,1825,3385,True,0,0,0,0,15,14300,0.1088728749891743,"[0, 13, 35, 1, 16, 34, 6, 13, 28, 11, 20, 28, 0, 16, 34, 9, 22, 24, 9, 21, 32]"
random_feasible_search,2900001,-1821,1821,3328,True,0,0,0,0,17,14300,0.1088152090087533,"[9, 18, 27, 4, 16, 25, 11, 14, 28, 5, 16, 35, 0, 13, 31, 4, 19, 28, 0, 23, 33]"
random_feasible_search,2900002,-1865,1865,3247,True,0,0,0,0,16,14300,0.10897283407393843,"[4, 23, 34, 1, 22, 24, 11, 14, 35, 11, 16, 27, 9, 13, 28, 5, 20, 35, 9, 16, 28]"
random_feasible_search,2900003,-1827,1827,3306,True,0,0,0,0,15,14300,0.10866258293390274,"[9, 14, 35, 11, 13, 31, 0, 14, 35, 5, 20, 33, 9, 20, 26, 2, 23, 31, 0, 16, 28]"
random_feasible_search,2900004,-1820,1820,3273,True,0,0,0,0,16,14300,0.10808204102795571,"[11, 22, 35, 9, 22, 31, 0, 16, 28, 4, 14, 25, 0, 23, 28, 2, 14, 35, 5, 18, 24]"
random_feasible_search,2900005,-1819,1819,3332,True,0,0,0,0,15,14300,0.10863770905416459,"[5, 20, 24, 1, 16, 27, 1, 23, 33, 9, 13, 34, 4, 15, 35, 5, 13, 31, 9, 16, 24]"
random_feasible_search,2900006,-1825,1825,3297,True,0,0,0,0,15,14300,0.1074112500064075,"[0, 12, 27, 6, 22, 35, 4, 21, 27, 0, 14, 35, 5, 20, 33, 9, 20, 32, 4, 14, 24]"
random_feasible_search,2900007,-1824,1824,3401,True,0,0,0,0,16,14300,0.10817525000311434,"[9, 14, 28, 4, 16, 32, 0, 14, 24, 10, 20, 24, 5, 13, 33, 9, 16, 31, 0, 17, 26]"
random_feasible_search,2900008,-1821,1821,3205,True,0,0,0,0,16,14300,0.10876116692088544,"[1, 22, 33, 11, 14, 35, 5, 14, 31, 2, 23, 24, 4, 16, 28, 11, 20, 34, 5, 23, 35]"
random_feasible_search,2900009,-1817,1817,3152,True,0,0,0,0,18,14300,0.10733758402056992,"[9, 12, 31, 0, 22, 35, 1, 13, 33, 0, 14, 33, 3, 16, 25, 5, 23, 35, 11, 18, 28]"
random_feasible_search,2900010,-1808,1808,3166,True,0,0,0,0,17,14300,0.10864562494680285,"[11, 14, 35, 4, 16, 35, 5, 19, 26, 5, 13, 28, 9, 22, 31, 0, 16, 26, 2, 17, 33]"
random_feasible_search,2900011,-1834,1834,3327,True,0,0,0,0,15,14300,0.1082808340433985,"[11, 16, 35, 2, 15, 24, 0, 13, 35, 5, 23, 33, 11, 22, 24, 0, 13, 34, 9, 16, 27]"
random_feasible_search,2900012,-1872,1872,3277,True,0,0,0,0,15,14300,0.10801920795347542,"[11, 13, 35, 9, 12, 33, 0, 16, 32, 4, 14, 28, 11, 13, 28, 5, 14, 24, 5, 22, 32]"
random_feasible_search,2900013,-1816,1816,3224,True,0,0,0,0,15,14300,0.10762183298356831,"[3, 23, 35, 0, 12, 28, 4, 22, 34, 9, 21, 35, 4, 13, 33, 3, 13, 28, 5, 22, 29]"
random_feasible_search,2900014,-1841,1841,3185,True,0,0,0,0,16,14300,0.10796562500763685,"[0, 14, 24, 9, 22, 24, 9, 23, 28, 11, 14, 33, 1, 23, 35, 5, 16, 35, 3, 20, 29]"
random_feasible_search,2900015,-1845,1845,3230,True,0,0,0,0,15,14300,0.10814612498506904,"[0, 16, 32, 3, 14, 35, 5, 12, 28, 9, 14, 24, 2, 22, 28, 1, 13, 24, 1, 22, 35]"
random_feasible_search,2900016,-1833,1833,3276,True,0,0,0,0,15,14300,0.10844245902262628,"[4, 14, 28, 6, 22, 27, 4, 13, 35, 0, 16, 32, 5, 18, 35, 9, 22, 29, 0, 16, 27]"
random_feasible_search,2900017,-1830,1830,3418,True,0,0,0,0,17,14300,0.10787487495690584,"[9, 13, 28, 0, 12, 32, 9, 13, 27, 6, 14, 24, 11, 14, 33, 4, 23, 31, 7, 16, 28]"
random_feasible_search,2900018,-1822,1822,3370,True,0,0,0,0,15,14300,0.1077857919735834,"[11, 16, 24, 0, 14, 29, 0, 19, 28, 6, 13, 35, 3, 23, 24, 9, 16, 35, 11, 13, 34]"
random_feasible_search,2900019,-1854,1854,3308,True,0,0,0,0,16,14300,0.10757337498944253,"[0, 22, 24, 4, 14, 33, 9, 12, 35, 8, 13, 30, 5, 13, 28, 4, 16, 24, 5, 16, 31]"
