method,seed,fitness,domain_metric,feasible,violations,elapsed_seconds,individual,details
repair_uniform_step,600010,-12468,12468.0,True,0,0.22764649998862296,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 6, 2, 1, 10, 9, 1, 11, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12468}"
repair_uniform_step,600011,-12468,12468.0,True,0,0.22654295898973942,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 5, 2, 1, 10, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5048, ""budget"": 5057, ""utility"": 12468}"
repair_uniform_step,600012,-12468,12468.0,True,0,0.2268477090401575,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 5, 2, 1, 10, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5048, ""budget"": 5057, ""utility"": 12468}"
repair_uniform_step,600013,-12468,12468.0,True,0,0.22803795896470547,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 6, 2, 1, 10, 9, 1, 11, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12468}"
repair_uniform_step,600014,-12473,12473.0,True,0,0.22617091599386185,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 8, 2, 1, 6, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5051, ""budget"": 5057, ""utility"": 12473}"
repair_uniform_step,600015,-12468,12468.0,True,0,0.22692516702227294,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 5, 2, 1, 10, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5048, ""budget"": 5057, ""utility"": 12468}"
repair_uniform_step,600016,-12472,12472.0,True,0,0.23229575000004843,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 5, 3, 9, 4, 2, 1, 9, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5055, ""budget"": 5057, ""utility"": 12472}"
repair_uniform_step,600017,-12456,12456.0,True,0,0.23248558299383149,"[16, 7, 1, 10, 16, 1, 15, 6, 15, 1, 3, 9, 6, 2, 1, 11, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5057, ""budget"": 5057, ""utility"": 12456}"
repair_uniform_step,600018,-12468,12468.0,True,0,0.23520516697317362,"[16, 7, 1, 10, 16, 1, 15, 9, 15, 1, 3, 9, 4, 2, 1, 12, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5052, ""budget"": 5057, ""utility"": 12468}"
repair_uniform_step,600019,-12469,12469.0,True,0,0.22926520800683647,"[16, 7, 1, 10, 15, 1, 15, 10, 15, 3, 3, 9, 4, 2, 1, 11, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12469}"
penalty_uniform_step,610000,-12332,12332.0,True,0,0.15132408298086375,"[16, 7, 3, 10, 14, 1, 15, 9, 14, 5, 3, 9, 8, 2, 1, 2, 8, 1, 11, 11, 4, 5, 2, 1, 9, 3, 1, 4, 14, 3]","{""cost"": 5055, ""budget"": 5057, ""utility"": 12332}"
penalty_uniform_step,610001,-12315,12315.0,True,0,0.14862883399473503,"[16, 7, 3, 10, 8, 1, 15, 8, 14, 5, 3, 9, 8, 4, 1, 6, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 2, 3, 14, 3]","{""cost"": 5054, ""budget"": 5057, ""utility"": 12315}"
penalty_uniform_step,610002,-12193,12193.0,True,0,0.14993837499059737,"[16, 7, 6, 10, 8, 1, 15, 3, 11, 1, 3, 9, 9, 3, 1, 8, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 2, 3, 14, 6]","{""cost"": 5054, ""budget"": 5057, ""utility"": 12193}"
penalty_uniform_step,610003,-12104,12104.0,True,0,0.14686858298955485,"[16, 7, 6, 10, 12, 1, 15, 6, 11, 7, 3, 9, 9, 5, 1, 2, 9, 4, 5, 11, 4, 6, 2, 1, 9, 3, 1, 3, 14, 3]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12104}"
penalty_uniform_step,610004,-12264,12264.0,True,0,0.14659499999834225,"[16, 7, 1, 10, 9, 1, 15, 7, 13, 2, 3, 9, 10, 4, 1, 4, 9, 2, 12, 11, 5, 7, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5052, ""budget"": 5057, ""utility"": 12264}"
penalty_uniform_step,610005,-12310,12310.0,True,0,0.15289224998559803,"[16, 7, 1, 10, 16, 1, 15, 6, 15, 1, 3, 9, 10, 2, 1, 9, 9, 1, 5, 11, 4, 7, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5044, ""budget"": 5057, ""utility"": 12310}"
penalty_uniform_step,610006,-12169,12169.0,True,0,0.164206541958265,"[14, 7, 2, 10, 11, 1, 15, 7, 12, 7, 3, 9, 7, 2, 1, 6, 9, 1, 12, 11, 5, 7, 2, 1, 8, 4, 1, 3, 14, 1]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12169}"
penalty_uniform_step,610007,-12249,12249.0,True,0,0.14531533303670585,"[15, 7, 5, 10, 14, 1, 15, 8, 13, 2, 3, 9, 5, 6, 1, 8, 9, 1, 9, 11, 4, 5, 2, 1, 9, 3, 1, 3, 14, 4]","{""cost"": 5044, ""budget"": 5057, ""utility"": 12249}"
penalty_uniform_step,610008,-12314,12314.0,True,0,0.14541695802472532,"[16, 7, 5, 10, 11, 1, 15, 8, 15, 2, 3, 9, 4, 7, 1, 2, 9, 2, 12, 11, 4, 4, 2, 1, 9, 3, 2, 3, 14, 10]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12314}"
penalty_uniform_step,610009,-12347,12347.0,True,0,0.16813874995568767,"[16, 7, 4, 10, 12, 1, 15, 5, 15, 1, 3, 9, 7, 3, 1, 5, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 4, 14, 5]","{""cost"": 5048, ""budget"": 5057, ""utility"": 12347}"
penalty_uniform_step,610010,-12368,12368.0,True,0,0.15039412502665073,"[16, 7, 2, 10, 16, 1, 15, 8, 15, 10, 3, 9, 7, 2, 1, 3, 7, 1, 11, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 4]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12368}"
penalty_uniform_step,610011,-12295,12295.0,True,0,0.14855387498391792,"[16, 7, 2, 10, 16, 1, 15, 4, 15, 5, 3, 8, 9, 3, 1, 7, 9, 1, 7, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 7]","{""cost"": 5048, ""budget"": 5057, ""utility"": 12295}"
penalty_uniform_step,610012,-12237,12237.0,True,0,0.14788312499877065,"[16, 7, 4, 10, 15, 1, 15, 9, 9, 2, 3, 9, 10, 3, 1, 3, 9, 1, 12, 11, 5, 4, 2, 1, 9, 3, 1, 3, 14, 5]","{""cost"": 5047, ""budget"": 5057, ""utility"": 12237}"
penalty_uniform_step,610013,-12194,12194.0,True,0,0.14572437503375113,"[16, 7, 4, 10, 3, 1, 15, 9, 13, 4, 3, 9, 6, 3, 1, 9, 9, 1, 11, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 15]","{""cost"": 5043, ""budget"": 5057, ""utility"": 12194}"
penalty_uniform_step,610014,-12393,12393.0,True,0,0.14528395800152794,"[16, 7, 2, 10, 15, 1, 15, 6, 15, 3, 3, 9, 7, 3, 1, 4, 9, 1, 12, 11, 5, 4, 2, 1, 9, 3, 1, 3, 14, 7]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12393}"
penalty_uniform_step,610015,-12232,12232.0,True,0,0.14625795802567154,"[16, 7, 3, 10, 8, 1, 15, 10, 12, 3, 3, 9, 8, 2, 1, 3, 9, 1, 12, 11, 4, 6, 2, 2, 9, 3, 1, 3, 14, 10]","{""cost"": 5055, ""budget"": 5057, ""utility"": 12232}"
penalty_uniform_step,610016,-12304,12304.0,True,0,0.1481660830322653,"[16, 7, 3, 10, 12, 1, 15, 8, 15, 2, 3, 9, 5, 5, 1, 7, 9, 1, 9, 11, 5, 6, 2, 1, 9, 3, 1, 4, 14, 3]","{""cost"": 5057, ""budget"": 5057, ""utility"": 12304}"
penalty_uniform_step,610017,-12373,12373.0,True,0,0.1469698750297539,"[16, 7, 1, 10, 13, 1, 15, 7, 15, 4, 3, 9, 8, 6, 1, 4, 9, 2, 12, 11, 5, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5054, ""budget"": 5057, ""utility"": 12373}"
penalty_uniform_step,610018,-12219,12219.0,True,0,0.14736895798705518,"[16, 7, 3, 10, 9, 1, 15, 10, 15, 11, 3, 9, 5, 9, 1, 3, 9, 2, 9, 11, 4, 4, 2, 1, 6, 3, 1, 3, 14, 9]","{""cost"": 5051, ""budget"": 5057, ""utility"": 12219}"
penalty_uniform_step,610019,-12212,12212.0,True,0,0.1481497089844197,"[16, 7, 4, 10, 16, 1, 15, 4, 12, 1, 3, 9, 8, 7, 1, 2, 9, 1, 9, 11, 4, 7, 2, 1, 9, 3, 1, 3, 14, 9]","{""cost"": 5051, ""budget"": 5057, ""utility"": 12212}"
repair_one_point_reset,620000,-12371,12371.0,True,0,0.21979920897865668,"[16, 7, 1, 10, 15, 1, 14, 10, 15, 1, 3, 9, 10, 2, 1, 6, 9, 1, 11, 11, 4, 4, 2, 1, 9, 3, 1, 3, 13, 1]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12371}"
repair_one_point_reset,620001,-12382,12382.0,True,0,0.21780958300223574,"[15, 6, 1, 10, 16, 1, 15, 8, 15, 1, 3, 9, 8, 2, 1, 8, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12382}"
repair_one_point_reset,620002,-12451,12451.0,True,0,0.21538825001334772,"[16, 7, 1, 10, 16, 1, 15, 9, 15, 1, 3, 9, 7, 2, 1, 9, 9, 1, 11, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5050, ""budget"": 5057, ""utility"": 12451}"
repair_one_point_reset,620003,-12472,12472.0,True,0,0.21502933301962912,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 5, 3, 9, 4, 2, 1, 9, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5055, ""budget"": 5057, ""utility"": 12472}"
repair_one_point_reset,620004,-12451,12451.0,True,0,0.21558583399746567,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 5, 2, 1, 11, 8, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5054, ""budget"": 5057, ""utility"": 12451}"
repair_one_point_reset,620005,-12462,12462.0,True,0,0.21469074999913573,"[16, 7, 1, 10, 16, 1, 15, 8, 15, 4, 3, 9, 6, 2, 1, 8, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5056, ""budget"": 5057, ""utility"": 12462}"
repair_one_point_reset,620006,-12452,12452.0,True,0,0.2154474169947207,"[16, 7, 1, 10, 16, 1, 15, 8, 15, 1, 3, 9, 7, 2, 1, 9, 9, 1, 12, 11, 4, 4, 2, 1, 8, 3, 1, 3, 14, 1]","{""cost"": 5055, ""budget"": 5057, ""utility"": 12452}"
repair_one_point_reset,620007,-12461,12461.0,True,0,0.21784416597802192,"[16, 7, 1, 10, 15, 1, 15, 9, 15, 1, 3, 9, 6, 2, 1, 10, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5053, ""budget"": 5057, ""utility"": 12461}"
repair_one_point_reset,620008,-12445,12445.0,True,0,0.2154449580120854,"[16, 7, 1, 10, 15, 1, 15, 10, 15, 1, 3, 9, 9, 2, 1, 6, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 13, 1]","{""cost"": 5057, ""budget"": 5057, ""utility"": 12445}"
repair_one_point_reset,620009,-12461,12461.0,True,0,0.2150708750123158,"[16, 7, 1, 10, 15, 1, 15, 8, 15, 1, 3, 9, 5, 2, 1, 12, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5057, ""budget"": 5057, ""utility"": 12461}"
repair_one_point_reset,620010,-12440,12440.0,True,0,0.21540354198077694,"[16, 7, 1, 10, 15, 1, 15, 10, 15, 1, 3, 9, 6, 2, 1, 10, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 13, 1]","{""cost"": 5054, ""budget"": 5057, ""utility"": 12440}"
repair_one_point_reset,620011,-12408,12408.0,True,0,0.2164569590240717,"[15, 7, 2, 10, 16, 1, 15, 9, 15, 1, 3, 9, 7, 2, 1, 8, 8, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5053, ""budget"": 5057, ""utility"": 12408}"
repair_one_point_reset,620012,-12435,12435.0,True,0,0.2155589169706218,"[16, 7, 1, 10, 16, 1, 15, 10, 14, 1, 3, 9, 7, 2, 1, 7, 9, 1, 12, 11, 4, 5, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5051, ""budget"": 5057, ""utility"": 12435}"
repair_one_point_reset,620013,-12473,12473.0,True,0,0.21484158403472975,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 8, 2, 1, 6, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5051, ""budget"": 5057, ""utility"": 12473}"
repair_one_point_reset,620014,-12422,12422.0,True,0,0.2162799169891514,"[15, 7, 1, 10, 16, 1, 15, 9, 15, 1, 3, 9, 7, 2, 1, 9, 9, 1, 12, 11, 4, 4, 2, 1, 8, 3, 1, 3, 14, 1]","{""cost"": 5053, ""budget"": 5057, ""utility"": 12422}"
repair_one_point_reset,620015,-12440,12440.0,True,0,0.2157966250088066,"[16, 7, 1, 10, 15, 1, 15, 10, 15, 1, 3, 9, 6, 2, 1, 9, 9, 1, 11, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 5]","{""cost"": 5055, ""budget"": 5057, ""utility"": 12440}"
repair_one_point_reset,620016,-12430,12430.0,True,0,0.21534274995792657,"[16, 7, 1, 10, 15, 1, 15, 10, 14, 1, 3, 9, 6, 2, 1, 10, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 2]","{""cost"": 5050, ""budget"": 5057, ""utility"": 12430}"
repair_one_point_reset,620017,-12373,12373.0,True,0,0.21514645899878815,"[16, 7, 1, 9, 13, 1, 15, 8, 15, 1, 3, 9, 6, 2, 1, 13, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 13, 1]","{""cost"": 5054, ""budget"": 5057, ""utility"": 12373}"
repair_one_point_reset,620018,-12441,12441.0,True,0,0.2148215000052005,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 7, 3, 9, 4, 2, 1, 10, 9, 1, 10, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5055, ""budget"": 5057, ""utility"": 12441}"
repair_one_point_reset,620019,-12446,12446.0,True,0,0.2140355000155978,"[16, 7, 1, 10, 16, 1, 15, 8, 15, 1, 3, 8, 7, 2, 1, 9, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 1]","{""cost"": 5057, ""budget"": 5057, ""utility"": 12446}"
constructive_baseline,-,-12467,12467.0,True,0,0.0,"[16, 7, 1, 10, 16, 1, 15, 10, 15, 1, 3, 9, 4, 2, 1, 11, 9, 1, 12, 11, 4, 4, 2, 1, 9, 3, 1, 3, 14, 2]","{""cost"": 5050, ""budget"": 5057, ""utility"": 12467}"
